brand,model,fuel_type,price,size,Depreciation Rate,Carbon Tax,Buying Price,Profit,imported
Ford,F-250 King Ranch,Diesel,39950.0,9,0.95,500,38452.5,1497.5,0.0
Chevrolet,Corvette Stingray w/3LT,Gasoline,98000.0,10,0.8,200,78600.0,19400.0,0.0
Lincoln,MKC Reserve,Gasoline,24000.0,10,0.8,200,19400.0,4600.0,0.0
Ford,Excursion Limited,Diesel,17000.0,10,0.95,500,16650.0,350.0,0.0
Land,Rover Discovery SE,Gasoline,29993.0,10,0.8,200,24194.4,5798.5999999999985,1.0
Land,Rover Defender V8,Gasoline,96500.0,8,0.8,200,77400.0,19100.0,0.0
Chevrolet,Silverado 1500 2LT,E85 Flex Fuel,25500.0,10,0.7,150,18000.0,7500.0,0.0
Mercedes-Benz,AMG G 63 Base,Gasoline,99000.0,8,0.8,200,79400.0,19600.0,0.0
Ford,F-250 XLT,E85 Flex Fuel,40100.0,10,0.7,150,28220.0,11880.0,0.0
Lexus,LX 570 Three-Row,Gasoline,69500.0,10,0.8,200,55800.0,13700.0,0.0
INFINITI,QX60 Luxe,Gasoline,29000.0,10,0.8,200,23400.0,5600.0,1.0
Land,Rover Range Rover Sport 3.0L Supercharged HSE,Gasoline,35999.0,8,0.8,200,28999.2,6999.799999999999,0.0
Hyundai,Sonata GLS,Gasoline,11000.0,9,0.8,200,9000.0,2000.0,0.0
Toyota,Tundra Limited,Gasoline,55000.0,10,0.8,200,44200.0,10800.0,1.0
Jeep,Grand Cherokee Limited,Gasoline,31000.0,10,0.8,200,25000.0,6000.0,0.0
Ford,F-350 Lariat Crew Cab Super Duty DRW,Diesel,13000.0,8,0.95,500,12850.0,150.0,1.0
Mercedes-Benz,CLS-Class CLS 550,Gasoline,27500.0,8,0.8,200,22200.0,5300.0,0.0
RAM,2500 SLT,Gasoline,34000.0,10,0.8,200,27400.0,6600.0,0.0
Kia,Sorento Hybrid EX,Hybrid,37500.0,9,0.65,120,24495.0,13005.0,0.0
Hyundai,Genesis 3.8,Gasoline,17000.0,9,0.8,200,13800.0,3200.0,0.0
Jeep,Compass Latitude,Gasoline,25695.0,10,0.8,200,20756.0,4939.0,1.0
Ford,Fusion SE,Gasoline,6000.0,10,0.8,200,5000.0,1000.0,1.0
Toyota,FJ Cruiser Base,Gasoline,27500.0,9,0.8,200,22200.0,5300.0,1.0
Dodge,Durango SRT 392,Gasoline,65000.0,10,0.8,200,52200.0,12800.0,0.0
Hyundai,Santa Fe GLS,Gasoline,13000.0,8,0.8,200,10600.0,2400.0,1.0
Volkswagen,Atlas 3.6L SEL Premium,Gasoline,39127.0,9,0.8,200,31501.600000000002,7625.399999999998,0.0
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,Gasoline,35000.0,9,0.8,200,28200.0,6800.0,1.0
Pontiac,Solstice GXP,Gasoline,10000.0,9,0.8,200,8200.0,1800.0,0.0
BMW,640 Gran Coupe i xDrive,Gasoline,22500.0,10,0.8,200,18200.0,4300.0,1.0
MINI,Countryman Cooper S,Gasoline,26750.0,9,0.8,200,21600.0,5150.0,0.0
Porsche,Boxster GTS,Gasoline,67995.0,8,0.8,200,54596.0,13399.0,1.0
Ford,Expedition EL King Ranch,E85 Flex Fuel,14300.0,10,0.7,150,10160.0,4140.0,1.0
BMW,X5 M Base,Gasoline,46000.0,9,0.8,200,37000.0,9000.0,1.0
Ford,Mustang GT Premium,Gasoline,22000.0,10,0.8,200,17800.0,4200.0,1.0
Jeep,Compass Sport,Gasoline,5000.0,10,0.8,200,4200.0,800.0,0.0
INFINITI,G37 Sport,Gasoline,15000.0,9,0.8,200,12200.0,2800.0,0.0
Ford,F-150 XLT,Gasoline,47500.0,10,0.8,200,38200.0,9300.0,1.0
Porsche,911 Carrera 4S,Gasoline,72995.0,10,0.8,200,58596.0,14399.0,0.0
INFINITI,G35 Base,Gasoline,18900.0,8,0.8,200,15320.0,3580.0,0.0
Chrysler,300C Base,Gasoline,13750.0,10,0.8,200,11200.0,2550.0,1.0
Toyota,Camry Solara SLE,Gasoline,6800.0,10,0.8,200,5640.0,1160.0,0.0
Lexus,IS 300 Base,Gasoline,28995.0,10,0.8,200,23396.0,5599.0,1.0
Buick,Enclave Essence,Gasoline,29444.0,8,0.8,200,23755.2,5688.799999999999,0.0
BMW,M4 Competition xDrive,Gasoline,89995.0,10,0.8,200,72196.0,17799.0,1.0
Pontiac,GTO Base,Gasoline,21999.0,9,0.8,200,17799.2,4199.799999999999,0.0
Toyota,FJ Cruiser Base,Gasoline,36740.0,10,0.8,200,29592.0,7148.0,0.0
Hyundai,Elantra SE,Gasoline,7500.0,10,0.8,200,6200.0,1300.0,1.0
Porsche,Macan S,Gasoline,29500.0,9,0.8,200,23800.0,5700.0,1.0
Hummer,H3 Base,Gasoline,9995.0,9,0.8,200,8196.0,1799.0,0.0
Audi,S4 3.0 Prestige,Gasoline,18000.0,9,0.8,200,14600.0,3400.0,1.0
Toyota,4Runner SR5 Premium,Gasoline,46500.0,9,0.8,200,37400.0,9100.0,1.0
Ford,F-250 Base,Gasoline,9000.0,10,0.8,200,7400.0,1600.0,0.0
Mercedes-Benz,G-Class G 550 4MATIC,Gasoline,130000.0,8,0.8,200,104200.0,25800.0,1.0
Subaru,Legacy 2.5 GT spec.B,Gasoline,12500.0,10,0.8,200,10200.0,2300.0,1.0
Mercedes-Benz,E-Class E 350,Gasoline,18700.0,8,0.8,200,15160.0,3540.0,0.0
BMW,M3 Base,Gasoline,21000.0,9,0.8,200,17000.0,4000.0,1.0
Mercedes-Benz,C-Class C 250 Sport,Gasoline,14500.0,10,0.8,200,11800.0,2700.0,1.0
Toyota,Sienna XLE Limited,Gasoline,11500.0,10,0.8,200,9400.0,2100.0,0.0
Dodge,Avenger SE,E85 Flex Fuel,6499.0,8,0.7,150,4699.299999999999,1799.7000000000007,1.0
BMW,M240 i,Gasoline,34000.0,10,0.8,200,27400.0,6600.0,1.0
RAM,3500 SLT,Diesel,32999.0,9,0.95,500,31849.05,1149.9500000000007,0.0
Mercedes-Benz,GL-Class GL 450 4MATIC,Gasoline,20399.0,8,0.8,200,16519.2,3879.7999999999993,0.0
Jeep,Gladiator Rubicon,Gasoline,47500.0,10,0.8,200,38200.0,9300.0,1.0
Bentley,Continental GT Base,Gasoline,63000.0,9,0.8,200,50600.0,12400.0,1.0
Chevrolet,Corvette Stingray w/2LT,Gasoline,83900.0,10,0.8,200,67320.0,16580.0,1.0
Audi,Q5 3.0T Premium Plus,Gasoline,19000.0,10,0.8,200,15400.0,3600.0,1.0
Mazda,MX-5 Miata Club,Gasoline,28000.0,9,0.8,200,22600.0,5400.0,0.0
Bentley,Bentayga W12 Signature,Gasoline,115785.0,9,0.8,200,92828.0,22957.0,1.0
Mercedes-Benz,S-Class S500,Gasoline,7000.0,8,0.8,200,5800.0,1200.0,1.0
BMW,M6 Base,Gasoline,59900.0,10,0.8,200,48120.0,11780.0,1.0
GMC,Yukon SLT,Gasoline,22999.0,8,0.8,200,18599.2,4399.799999999999,0.0
Toyota,Tundra Limited,Gasoline,26900.0,9,0.8,200,21720.0,5180.0,1.0
Chrysler,300C Base,Gasoline,15000.0,10,0.8,200,12200.0,2800.0,0.0
smart,ForTwo Pure,Gasoline,5000.0,8,0.8,200,4200.0,800.0,1.0
Toyota,Tundra SR,E85 Flex Fuel,38000.0,8,0.7,150,26750.0,11250.0,1.0
Hummer,H2 Base,Gasoline,16500.0,9,0.8,200,13400.0,3100.0,0.0
BMW,ALPINA B7 Base,Gasoline,29000.0,9,0.8,200,23400.0,5600.0,1.0
Land,Rover Range Rover Sport Supercharged,Gasoline,7500.0,8,0.8,200,6200.0,1300.0,0.0
Audi,A4 2.0T Tech Premium,Gasoline,27900.0,10,0.8,200,22520.0,5380.0,0.0
Ford,Focus SE,E85 Flex Fuel,12500.0,10,0.7,150,8900.0,3600.0,1.0
Mercedes-Benz,E-Class E 550 4MATIC,Gasoline,28500.0,10,0.8,200,23000.0,5500.0,0.0
Jeep,Wrangler Unlimited 4xe Sahara,Plug-In Hybrid,49999.0,8,0.95,50,47549.049999999996,2449.9500000000044,0.0
Mercedes-Benz,M-Class ML 350 4MATIC,E85 Flex Fuel,21500.0,9,0.7,150,15199.999999999998,6300.000000000002,1.0
Jeep,Wrangler Sahara,Gasoline,9000.0,10,0.8,200,7400.0,1600.0,0.0
Mercedes-Benz,A-Class A 220 4MATIC,Gasoline,30500.0,9,0.8,200,24600.0,5900.0,1.0
Chevrolet,Malibu 1LT,Gasoline,4200.0,8,0.8,200,3560.0,640.0,1.0
Hummer,H3 Base,Gasoline,17900.0,10,0.8,200,14520.0,3380.0,0.0
BMW,i8 Base,Plug-In Hybrid,53000.0,10,0.95,50,50400.0,2600.0,0.0
Cadillac,XLR Base,Gasoline,36500.0,10,0.8,200,29400.0,7100.0,0.0
Lincoln,MKZ Select,Gasoline,12500.0,10,0.8,200,10200.0,2300.0,1.0
Chevrolet,Silverado 1500 W/T,Gasoline,4000.0,9,0.8,200,3400.0,600.0,0.0
Land,Rover Range Rover Sport HSE,Gasoline,49900.0,8,0.8,200,40120.0,9780.0,0.0
Nissan,Titan SL,Gasoline,32612.0,9,0.8,200,26289.600000000002,6322.399999999998,0.0
Ford,Mustang GT Premium,Gasoline,41000.0,9,0.8,200,33000.0,8000.0,1.0
BMW,330 i,Gasoline,18300.0,10,0.8,200,14840.0,3460.0,1.0
Land,Rover Range Rover Sport 3.0L Supercharged HSE,Gasoline,31599.0,10,0.8,200,25479.2,6119.799999999999,1.0
Porsche,911 Carrera,Gasoline,51750.0,8,0.8,200,41600.0,10150.0,1.0
INFINITI,QX56 Base,Gasoline,12000.0,9,0.8,200,9800.0,2200.0,0.0
BMW,840 i xDrive,Gasoline,90000.0,9,0.8,200,72200.0,17800.0,0.0
MINI,Clubman Cooper S ALL4,Gasoline,17390.0,8,0.8,200,14112.0,3278.0,0.0
Cadillac,Escalade ESV Premium Luxury Platinum,Gasoline,95000.0,10,0.8,200,76200.0,18800.0,0.0
Audi,R8 5.2 V10 plus,Gasoline,140000.0,10,0.8,200,112200.0,27800.0,0.0
RAM,2500 Big Horn,Gasoline,43449.0,10,0.8,200,34959.200000000004,8489.799999999996,1.0
Porsche,911 Carrera 4,Gasoline,85500.0,10,0.8,200,68600.0,16900.0,1.0
Bentley,Continental GT Base,Gasoline,48500.0,8,0.8,200,39000.0,9500.0,1.0
Toyota,Tundra SR5,Gasoline,27000.0,10,0.8,200,21800.0,5200.0,0.0
Toyota,4Runner SR5,Gasoline,16900.0,8,0.8,200,13720.0,3180.0,0.0
Cadillac,CTS 2.0L Turbo Luxury,Gasoline,29000.0,9,0.8,200,23400.0,5600.0,0.0
Ford,Focus SE,Gasoline,10995.0,9,0.8,200,8996.0,1999.0,0.0
Land,Rover Range Rover 3.0L V6 Supercharged HSE,Gasoline,60500.0,10,0.8,200,48600.0,11900.0,1.0
Cadillac,Escalade ESV Luxury,Gasoline,30500.0,9,0.8,200,24600.0,5900.0,1.0
Chevrolet,Corvette Z06,Gasoline,87150.0,9,0.8,200,69920.0,17230.0,0.0
Audi,Q5 2.0T Premium Plus,E85 Flex Fuel,15400.0,8,0.7,150,10930.0,4470.0,1.0
Maserati,Ghibli S Q4,Gasoline,43000.0,10,0.8,200,34600.0,8400.0,1.0
Ford,Expedition Limited,Gasoline,63500.0,8,0.8,200,51000.0,12500.0,0.0
Nissan,Frontier SE Crew Cab,Gasoline,8500.0,8,0.8,200,7000.0,1500.0,1.0
Subaru,BRZ Limited,Gasoline,32500.0,8,0.8,200,26200.0,6300.0,0.0
Chevrolet,Malibu LT,Gasoline,17500.0,9,0.8,200,14200.0,3300.0,0.0
Ford,Focus SEL,E85 Flex Fuel,13895.0,8,0.7,150,9876.5,4018.5,1.0
Nissan,Rogue Sport S,Gasoline,25500.0,9,0.8,200,20600.0,4900.0,1.0
Volvo,C70 T5,Gasoline,10299.0,9,0.8,200,8439.2,1859.7999999999993,1.0
Lincoln,Nautilus Reserve,Gasoline,48000.0,8,0.8,200,38600.0,9400.0,0.0
Mercedes-Benz,AMG GT Base,Gasoline,84500.0,9,0.8,200,67800.0,16700.0,1.0
Ford,Mustang EcoBoost Premium,Gasoline,21000.0,10,0.8,200,17000.0,4000.0,1.0
Ford,Ranger XLT,E85 Flex Fuel,8000.0,8,0.7,150,5750.0,2250.0,0.0
GMC,Yukon SLT,Gasoline,35899.0,9,0.8,200,28919.2,6979.799999999999,1.0
RAM,2500 Big Horn,Gasoline,44900.0,8,0.8,200,36120.0,8780.0,1.0
Lexus,ES 350 Base,Gasoline,9999.0,8,0.8,200,8199.2,1799.7999999999993,1.0
Volvo,XC90 T6 Momentum,Gasoline,30500.0,8,0.8,200,24600.0,5900.0,1.0
Porsche,911 R,Gasoline,210000.0,9,0.8,200,168200.0,41800.0,0.0
BMW,M6 Gran Coupe Base,Gasoline,58000.0,8,0.8,200,46600.0,11400.0,1.0
BMW,X5 xDrive35i,Gasoline,32000.0,10,0.8,200,25800.0,6200.0,0.0
Mitsubishi,Outlander SEL,Gasoline,19500.0,10,0.8,200,15800.0,3700.0,1.0
Dodge,Ram 1500 ST,E85 Flex Fuel,12995.0,10,0.7,150,9246.5,3748.5,0.0
Mercedes-Benz,Maybach S S 600,Gasoline,79999.0,9,0.8,200,64199.200000000004,15799.799999999996,0.0
Kia,Sportage LX,Gasoline,31900.0,8,0.8,200,25720.0,6180.0,0.0
Porsche,911 Turbo Cabriolet,Gasoline,69500.0,8,0.8,200,55800.0,13700.0,0.0
Hummer,H3 Base,Gasoline,10000.0,8,0.8,200,8200.0,1800.0,1.0
Buick,LaCrosse Leather,Gasoline,11200.0,9,0.8,200,9160.0,2040.0,1.0
Chevrolet,Silverado 1500 High Country,Gasoline,48889.0,8,0.8,200,39311.200000000004,9577.799999999996,0.0
Toyota,4Runner SR5,Gasoline,29000.0,10,0.8,200,23400.0,5600.0,0.0
Cadillac,Escalade ESV Luxury,Gasoline,18800.0,9,0.8,200,15240.0,3560.0,1.0
Subaru,Legacy 2.5i Premium,Gasoline,15000.0,9,0.8,200,12200.0,2800.0,1.0
Ford,Expedition EL XLT,Gasoline,16500.0,8,0.8,200,13400.0,3100.0,0.0
Ford,Expedition EL Limited,Gasoline,27000.0,10,0.8,200,21800.0,5200.0,1.0
BMW,335 is,Gasoline,20000.0,9,0.8,200,16200.0,3800.0,0.0
Ford,F-150 XLT,Gasoline,15000.0,10,0.8,200,12200.0,2800.0,0.0
Land,Rover Range Rover Sport P400 SE Dynamic,Hybrid,124000.0,10,0.65,120,80720.0,43280.0,0.0
Porsche,Panamera Edition,Gasoline,30000.0,9,0.8,200,24200.0,5800.0,1.0
BMW,M240 i,Gasoline,26125.0,10,0.8,200,21100.0,5025.0,0.0
Maserati,Quattroporte Base,Gasoline,18000.0,8,0.8,200,14600.0,3400.0,1.0
Ford,F-150 XLT,Gasoline,26000.0,10,0.8,200,21000.0,5000.0,0.0
Land,Rover Discovery S,Gasoline,6000.0,10,0.8,200,5000.0,1000.0,0.0
Ford,F-250 XLT Crew Cab Super Duty,Gasoline,15000.0,9,0.8,200,12200.0,2800.0,1.0
Ford,Taurus SHO,Gasoline,15500.0,9,0.8,200,12600.0,2900.0,1.0
Land,Rover Range Rover Sport HSE,Gasoline,10200.0,9,0.8,200,8360.0,1840.0,0.0
GMC,Sierra 1500 SLT,Gasoline,51500.0,9,0.8,200,41400.0,10100.0,1.0
BMW,335 i xDrive,Gasoline,19500.0,10,0.8,200,15800.0,3700.0,1.0
Audi,S4 3.0T Premium Plus,Gasoline,38000.0,9,0.8,200,30600.0,7400.0,1.0
Audi,A5 2.0T Prestige,Gasoline,33000.0,8,0.8,200,26600.0,6400.0,1.0
Mazda,Mazda3 s Sport,Gasoline,6300.0,8,0.8,200,5240.0,1060.0,1.0
Jaguar,E-PACE 300 Sport,Hybrid,42999.0,8,0.65,120,28069.350000000002,14929.649999999998,0.0
Ferrari,GTC4Lusso T,Gasoline,215000.0,8,0.8,200,172200.0,42800.0,0.0
Toyota,Celica GT,Gasoline,7800.0,10,0.8,200,6440.0,1360.0,0.0
Ford,Excursion Limited 4WD,Diesel,17999.0,9,0.95,500,17599.05,399.9500000000007,0.0
Porsche,718 Spyder Base,Gasoline,134000.0,10,0.8,200,107400.0,26600.0,1.0
Subaru,WRX STI Base,Gasoline,34000.0,10,0.8,200,27400.0,6600.0,0.0
Audi,A6 45 Premium Plus,Hybrid,40000.0,9,0.65,120,26120.0,13880.0,0.0
Mercedes-Benz,AMG GT R,Gasoline,148500.0,10,0.8,200,119000.0,29500.0,1.0
Audi,S4 3.0T Premium Plus,Gasoline,20900.0,10,0.8,200,16920.0,3980.0,1.0
Lotus,Evora Base,Gasoline,55000.0,9,0.8,200,44200.0,10800.0,1.0
Mercedes-Benz,S-Class S 560 4MATIC,Gasoline,77900.0,8,0.8,200,62520.0,15380.0,0.0
BMW,M3 Competition,Gasoline,71000.0,9,0.8,200,57000.0,14000.0,0.0
BMW,435 i,Gasoline,15000.0,8,0.8,200,12200.0,2800.0,1.0
Land,Rover Range Rover Evoque HSE Dynamic,Gasoline,24000.0,10,0.8,200,19400.0,4600.0,1.0
Porsche,911 Targa 4 GTS,Gasoline,145000.0,10,0.8,200,116200.0,28800.0,1.0
RAM,3500 Tradesman,Diesel,52000.0,10,0.95,500,49900.0,2100.0,0.0
Mercedes-Benz,SL-Class SL500 Roadster,Gasoline,14000.0,9,0.8,200,11400.0,2600.0,0.0
Lexus,SC 430 Base,Gasoline,15999.0,10,0.8,200,12999.2,2999.7999999999993,1.0
Chevrolet,Silverado 1500 Base,Gasoline,27500.0,10,0.8,200,22200.0,5300.0,0.0
Buick,Enclave Avenir,Gasoline,42442.0,9,0.8,200,34153.6,8288.400000000001,1.0
Chevrolet,Avalanche 1500 LS,E85 Flex Fuel,7999.0,9,0.7,150,5749.299999999999,2249.7000000000007,0.0
Chevrolet,Suburban Premier,Gasoline,52500.0,8,0.8,200,42200.0,10300.0,0.0
Ford,Transit-350 Base,Gasoline,17100.0,10,0.8,200,13880.0,3220.0,1.0
INFINITI,QX60 Luxe,Gasoline,32100.0,8,0.8,200,25880.0,6220.0,1.0
Bentley,Continental GTC Base,Gasoline,81500.0,8,0.8,200,65400.0,16100.0,1.0
Nissan,350Z Enthusiast,Gasoline,9975.0,8,0.8,200,8180.0,1795.0,0.0
McLaren,570S Base,Gasoline,139000.0,8,0.8,200,111400.0,27600.0,1.0
Nissan,Altima 2.5 SL,Gasoline,8999.0,10,0.8,200,7399.200000000001,1599.7999999999993,1.0
Land,Rover Range Rover 5.0L Supercharged,E85 Flex Fuel,26499.0,10,0.7,150,18699.3,7799.700000000001,1.0
BMW,X5 xDrive35i,Gasoline,23300.0,8,0.8,200,18840.0,4460.0,0.0
INFINITI,QX56 Base,Gasoline,15600.0,10,0.8,200,12680.0,2920.0,0.0
Ford,F-150 XLT,Gasoline,32769.0,9,0.8,200,26415.2,6353.799999999999,1.0
Lexus,RX 450h Base,Hybrid,10900.0,8,0.65,120,7205.0,3695.0,0.0
Maserati,Ghibli S Q4 GranSport,Gasoline,34900.0,8,0.8,200,28120.0,6780.0,1.0
Volvo,XC90 T6 Momentum,Gasoline,28825.0,9,0.8,200,23260.0,5565.0,1.0
Lamborghini,Huracan EVO Base,Gasoline,267950.0,9,0.8,200,214560.0,53390.0,1.0
Jeep,Wrangler Unlimited Rubicon,Gasoline,47500.0,8,0.8,200,38200.0,9300.0,1.0
Hummer,H2 Base,Gasoline,22500.0,9,0.8,200,18200.0,4300.0,1.0
Ford,Flex Limited,Gasoline,7500.0,10,0.8,200,6200.0,1300.0,0.0
Porsche,718 Cayman GT4,Gasoline,124995.0,8,0.8,200,100196.0,24799.0,0.0
Toyota,Camry XLE,Gasoline,9500.0,9,0.8,200,7800.0,1700.0,0.0
BMW,335 i,Gasoline,19999.0,9,0.8,200,16199.2,3799.7999999999993,1.0
Chevrolet,Camaro 2SS,Gasoline,50000.0,10,0.8,200,40200.0,9800.0,1.0
Chevrolet,Silverado 2500 High Country,Diesel,73995.0,8,0.95,500,70795.25,3199.75,1.0
Bentley,Continental GT V8,Gasoline,188500.0,10,0.8,200,151000.0,37500.0,0.0
Toyota,Sequoia Platinum,Hybrid,85000.0,8,0.65,120,55370.0,29630.0,0.0
Acura,TL Technology,Gasoline,15499.0,9,0.8,200,12599.2,2899.7999999999993,0.0
Toyota,Highlander Limited,Gasoline,39687.0,8,0.8,200,31949.600000000002,7737.399999999998,0.0
Ford,Edge SEL,Gasoline,26299.0,8,0.8,200,21239.2,5059.799999999999,0.0
Jaguar,F-TYPE R,Gasoline,54900.0,10,0.8,200,44120.0,10780.0,1.0
GMC,Yukon XL Denali,Gasoline,51000.0,10,0.8,200,41000.0,10000.0,1.0
Chevrolet,Suburban LT,Gasoline,34500.0,8,0.8,200,27800.0,6700.0,0.0
Maserati,Levante GTS,Gasoline,84645.0,10,0.8,200,67916.0,16729.0,0.0
Mercedes-Benz,S-Class S 450,Gasoline,40888.0,8,0.8,200,32910.4,7977.5999999999985,0.0
Mercedes-Benz,GL-Class GL 450,Gasoline,16500.0,9,0.8,200,13400.0,3100.0,1.0
Ford,F-250 Lariat,E85 Flex Fuel,35900.0,8,0.7,150,25280.0,10620.0,1.0
Hyundai,Palisade Limited,Gasoline,37700.0,9,0.8,200,30360.0,7340.0,0.0
Ford,F-150 XLT,Gasoline,48459.0,9,0.8,200,38967.200000000004,9491.799999999996,1.0
Mercedes-Benz,R-Class R 350 4MATIC,Gasoline,8995.0,8,0.8,200,7396.0,1599.0,1.0
Chevrolet,Camaro 2SS,Gasoline,45000.0,10,0.8,200,36200.0,8800.0,0.0
Jeep,Wrangler Sport,Gasoline,23000.0,8,0.8,200,18600.0,4400.0,0.0
BMW,550 i xDrive,Gasoline,17800.0,10,0.8,200,14440.0,3360.0,1.0
Volkswagen,Jetta 1.4T SE,Gasoline,15995.0,9,0.8,200,12996.0,2999.0,1.0
Jaguar,XK8 Base,Gasoline,9875.0,8,0.8,200,8100.0,1775.0,1.0
Porsche,Macan S,Gasoline,41500.0,8,0.8,200,33400.0,8100.0,1.0
Mercedes-Benz,E-Class E 350,Gasoline,15500.0,8,0.8,200,12600.0,2900.0,1.0
Mercedes-Benz,GL-Class GL 450 4MATIC,Gasoline,30089.0,8,0.8,200,24271.2,5817.799999999999,0.0
Land,Rover Range Rover 3.0L Supercharged HSE,Gasoline,47000.0,8,0.8,200,37800.0,9200.0,0.0
Mercedes-Benz,E-Class E 350 4MATIC,Gasoline,13999.0,9,0.8,200,11399.2,2599.7999999999993,0.0
Dodge,Dakota Sport,Gasoline,5500.0,8,0.8,200,4600.0,900.0,1.0
Chevrolet,Camaro ZL1,Gasoline,54000.0,9,0.8,200,43400.0,10600.0,0.0
Hummer,H3 Base,Gasoline,12900.0,8,0.8,200,10520.0,2380.0,0.0
Honda,Odyssey EX-L,Gasoline,37950.0,9,0.8,200,30560.0,7390.0,1.0
Nissan,350Z Touring,Gasoline,13500.0,9,0.8,200,11000.0,2500.0,1.0
GMC,Savana 2500 Work Van,E85 Flex Fuel,38000.0,8,0.7,150,26750.0,11250.0,1.0
Mercedes-Benz,E-Class E 350 4MATIC,Gasoline,13600.0,10,0.8,200,11080.0,2520.0,1.0
Lexus,GX 460 Premium,Gasoline,45900.0,9,0.8,200,36920.0,8980.0,1.0
Nissan,Titan XD SV,Gasoline,23800.0,8,0.8,200,19240.0,4560.0,1.0
Chrysler,300 Touring,Gasoline,28250.0,8,0.8,200,22800.0,5450.0,0.0
Dodge,Charger R/T,Gasoline,9200.0,10,0.8,200,7560.0,1640.0,1.0
Nissan,Pathfinder SL,Gasoline,28999.0,10,0.8,200,23399.2,5599.799999999999,0.0
Ford,Explorer Platinum,Gasoline,30510.0,8,0.8,200,24608.0,5902.0,0.0
Nissan,Titan SV,Gasoline,38000.0,9,0.8,200,30600.0,7400.0,1.0
Jaguar,E-PACE S,Gasoline,29000.0,9,0.8,200,23400.0,5600.0,1.0
Ford,F-150 FX4,Gasoline,26900.0,10,0.8,200,21720.0,5180.0,0.0
GMC,Acadia Denali,Gasoline,43999.0,10,0.8,200,35399.200000000004,8599.799999999996,0.0
Lamborghini,Murcielago Base,Gasoline,220000.0,9,0.8,200,176200.0,43800.0,1.0
Chevrolet,Camaro 1LT,Gasoline,10900.0,10,0.8,200,8920.0,1980.0,1.0
GMC,Acadia SLT-2,Gasoline,14000.0,10,0.8,200,11400.0,2600.0,0.0
Chevrolet,Malibu Premier,Gasoline,28000.0,9,0.8,200,22600.0,5400.0,0.0
Toyota,Sequoia SR5,Gasoline,12500.0,9,0.8,200,10200.0,2300.0,1.0
Lexus,IS 350 F Sport,Gasoline,44000.0,9,0.8,200,35400.0,8600.0,1.0
Dodge,Challenger SRT8,Gasoline,10500.0,10,0.8,200,8600.0,1900.0,0.0
Chrysler,300 Touring,Gasoline,3500.0,8,0.8,200,3000.0,500.0,0.0
Chrysler,Town & Country Touring,Gasoline,7900.0,9,0.8,200,6520.0,1380.0,1.0
Mazda,CX-5 Touring,Gasoline,14311.0,8,0.8,200,11648.800000000001,2662.199999999999,0.0
Acura,TL 3.2,Gasoline,4900.0,9,0.8,200,4120.0,780.0,0.0
Chevrolet,Corvette Z06 w/2LZ,Gasoline,179000.0,8,0.8,200,143400.0,35600.0,0.0
Chevrolet,Camaro 2SS,Gasoline,32500.0,9,0.8,200,26200.0,6300.0,0.0
Acura,TLX Type S PMC Edition,Gasoline,65000.0,8,0.8,200,52200.0,12800.0,0.0
Volkswagen,Eos 2.0T,Gasoline,10000.0,8,0.8,200,8200.0,1800.0,0.0
Dodge,Charger R/T Scat Pack,Gasoline,44888.0,8,0.8,200,36110.4,8777.599999999999,1.0
Chevrolet,Corvette Z06,Gasoline,33999.0,9,0.8,200,27399.2,6599.799999999999,0.0
Mercedes-Benz,CLA-Class CLA 250,Gasoline,13500.0,9,0.8,200,11000.0,2500.0,1.0
BMW,M5 Base,Gasoline,65000.0,10,0.8,200,52200.0,12800.0,1.0
Jeep,Wrangler Unlimited Sport,Gasoline,39799.0,9,0.8,200,32039.2,7759.799999999999,1.0
Mitsubishi,Lancer Sportback ES,Gasoline,5800.0,9,0.8,200,4840.0,960.0,0.0
Porsche,Macan Base,Gasoline,60000.0,9,0.8,200,48200.0,11800.0,0.0
Mercedes-Benz,CLK-Class CLK 350,Gasoline,16500.0,9,0.8,200,13400.0,3100.0,0.0
Audi,A3 2.0T Premium,Gasoline,10995.0,10,0.8,200,8996.0,1999.0,1.0
BMW,528 i,Gasoline,15000.0,10,0.8,200,12200.0,2800.0,0.0
Land,Rover Range Rover 3.0L V6 Supercharged HSE,Gasoline,62425.0,9,0.8,200,50140.0,12285.0,1.0
Audi,S5 3.0T Prestige,Gasoline,39000.0,8,0.8,200,31400.0,7600.0,0.0
Porsche,718 Boxster Base,Gasoline,45500.0,9,0.8,200,36600.0,8900.0,0.0
Chevrolet,Corvette Stingray w/2LT,Gasoline,76000.0,8,0.8,200,61000.0,15000.0,1.0
Maserati,Quattroporte S,Gasoline,26497.0,9,0.8,200,21397.600000000002,5099.399999999998,1.0
Subaru,Impreza 2.0i,Gasoline,16000.0,8,0.8,200,13000.0,3000.0,1.0
Mercedes-Benz,AMG GT C,Gasoline,129000.0,10,0.8,200,103400.0,25600.0,1.0
Mazda,Mazda6 i Touring,Gasoline,15000.0,8,0.8,200,12200.0,2800.0,0.0
Porsche,Macan S,Gasoline,36000.0,8,0.8,200,29000.0,7000.0,0.0
Genesis,G70 3.3T Advanced,Gasoline,29999.0,8,0.8,200,24199.2,5799.799999999999,1.0
Audi,Q5 2.0T Premium Plus,Gasoline,28500.0,10,0.8,200,23000.0,5500.0,1.0
